metroscuadradostotales,precio,titulo,latitud,longitud,preciomt2,categoria
80,68000,"Casa en Venta en El Norte de Guayaquil, Sauces 7, 80 Mtr2",-2.135376246236513,-79.89045265396726,850.0,B
500,460000,Vendo Amplia Casa Mocoli Garden 500 Terr/350const.,-2.10408866796623,-79.86041872698365,920.0,B
185,215000,Colinas del Bosque Casa en Venta,-2.3839594,-80.35587520000001,1162.162162162162,A
185,270000,Vendo y Alquilo Casa de 2 Plantas en Urbanización Portofino Vía a La Costa,-2.189568291377739,-79.96519350111731,1459.4594594594594,A
625,595000,Venta Hermosa Casa en Samborondon,-2.059297785363572,-79.87595557667271,952.0,B
108,118000,Urbanización Napoli Via a Salitre - Samborondón Casa de Estreno $118.000 Llamar,-2.036681883087718,-79.87056792579494,1092.5925925925926,A
393,145000,Urbanor a 1 Cuadra de Av Las Aguas,-2.15905422583851,-79.91175979713574,368.95674300254456,C
120,73000,Vendo Casa en Ciudadela Guayacanes,-2.1172431,-79.89273100000003,608.3333333333334,B
260,195000,Vendo Departamento Lomas de Urdesa,-2.162031676150006,-79.9115901069153,750.0,B
450,380000,Se Vende Fabulosa Casa Wn Samborondon,-2.138621533310841,-79.86254913535157,844.4444444444445,B
454,390000,Vendo Via Samborondon Sector Plaza Lagos Moderna Casa. 4 Habitaciones. $390.000,-2.023218161944472,-79.86988305546299,859.0308370044053,B
790,250000,Se Vende Casa Oportunidad Urbanización Lago de Capeira Vía a Daule.,-2.0097204,-79.9658574,316.45569620253167,C
120,78500,"En Venta Casa, Urb. Milann - Ferrara, Vía Salitre",-2.0389111,-79.87115399999999,654.1666666666666,B
100,75000,"Casa en Venta, Urb. Villa del Rey en La Vía Aurora",-2.016295656452042,-79.92025324288329,750.0,B
2286,745000,Alquiler - Casa en El Cortijo Km 6.5 Vía Samborondon - Amoblada o Sin Amoblar,-2.0694276,-79.85914930000001,325.89676290463694,C
120,102000,"El Condado de Vicolinci - Casa de 3 Dorm. - Us$102,000",-2.0488494,-79.91148670000001,850.0,B
476,550000,Vendo Casa Esquinera Proyecto Entrega Marzo 2019 Isla Mocolí Samborondon,-2.09789424997856,-79.86388682329141,1155.4621848739496,A
250,275000,Vendo Via Samborondon Casa 3 Habitaciones c/u Baño. $275.000 Primeros Kilom,-2.054091197236252,-79.87803072152974,1100.0,A
163,115000,"Venta de Casa Urb. Fuentes del Río, 3 Dorm.",-2.127140090535618,-79.86288993548231,705.5214723926381,B
122,61000,"Casa en Venta en Villa del Rey, 2 Plantas, 3 Dorm. Palacio 2 B $61.000",-2.0151908,-79.92810070000002,500.0,C
1200,1150000,Vendo Casa de Lujo en Puerto Azul con Excelentes Acabados.,-2.189087318854507,-79.96221740055591,958.3333333333334,B
412,454000,Villa Disponible en Venta en Pacifica,-2.1043031,-79.86048310000001,1101.9417475728155,A
164,78000,"Propiedad en Venta, Sauces 3 Norte de Guayaquil.",-2.126702077513178,-79.89166258678586,475.609756097561,C
465,491000,Casa de Estrene Disponible en 1 Mes - Mocoli Isla del Río,-2.096985647254985,-79.86427479206543,1055.9139784946237,A
98,97000,"Venta de Casa, Urb. La Perla, Vía Terminal Terrestre - Pascuales",-2.0568976,-79.907376,989.795918367347,B
224,110000,"Casa en Venta, Norte de Guayaquil, Miraflores Uso Comercial",-2.165758301058737,-79.92092605819704,491.07142857142856,C
855,585000,"Venta de Casa, Urbanización Arrecife, Vía Samborondón",-2.1476393,-79.88393050000002,684.2105263157895,B
160,120000,Vendo Casa Grande,-2.0581715,-79.87063369999998,750.0,B
580,540000,Magnifica Casa en Excelente Urbanizacion,-1.9606263,-79.72715099999999,931.0344827586207,B
365,260000,Venta de Casa Rentera en Entre Rios,-2.191526053604974,-79.88158962297365,712.3287671232877,B
262,200000,Casa por Estrenar en Via a La Costa,-2.188358290190183,-79.96283430856784,763.3587786259542,B
105,90000,Casa Urbanización La Joya Etapa Coral 2 Plantas - A. Espinoza,-2.0495844,-79.91469230000001,857.1428571428571,B
560,575000,Venta Casa Moderna en Isla Mocoli - 3 Dorm.,-2.099487733731183,-79.86406145489809,1026.7857142857142,A
1270,1200000,La Mejor Casa Al Salado en Urdesa. Amplisimas Areas.,-2.1620216,-79.90663180000001,944.8818897637796,B
290,525000,Vendo Casas Personalizadas en Proyecto en Aires del Batan,-2.0772653,-79.8734366,1810.344827586207,A
188,198000,Se Vende Linda Casa Belo Horizonte,-2.187779471895832,-79.9782656491821,1053.1914893617022,A
182,195000,Belo Horizonte Venta Casa Dos Pisos con 4 Hab y Patio,-2.187779471895832,-79.9782656491821,1071.4285714285713,A
110,82500,Casa - Norte de Guayaquil,-2.096867299999999,-79.8922369,750.0,B
200,145000,Ceibos Venta Casa de Dos Pisos con 3 Hab y Patio en Conj Resid,-2.164781802664503,-79.94567300696326,725.0,B
400,440000,Vendo Casa Samborondon Km9,-2.040030402207288,-79.83063697315708,1100.0,A
140,107000,Casa en Venta en Urbanización Milan Vía a Samborondón,-2.038423304877551,-79.86963042766297,764.2857142857143,B
330,170000,"Casa con Tres Departamentos en Venta, Alborada 6ta - G. Sosa - K. Baquero",-2.142087,-79.90667630000002,515.1515151515151,B
600,700000,Venta o Alquiler de Casa 600 m² en Los Olivos 5 Habitaciones 2 Estacionamientos,-2.1671394,-79.9437532,1166.6666666666667,A
126,96500,Vendo Casa en Bonaterra,-2.038091105662921,-79.8692991113922,765.8730158730159,B
900,1000000,Casa 5 Dorm. con Baño Vía Samborondón Piscina Vista Al Lago Vendo Alquilo,-2.092127924857719,-79.87316607929722,1111.111111111111,A
213,179000,Casa Vendo de Oportunidad Via a La Costa Urb. Bosques de La Costa - Mariuxi R.,-2.187874371975266,-80.00390314162024,840.37558685446,B
120,120000,Amplia Casa de Venta en Las Primeras Etapas de La Joya.,-2.038261957298405,-79.91640891376954,1000.0,B
72,57000,En Venta Casa en Mucho Lote 1 Etapa 5 Al Norte de Guayaquil,-2.0820049,-79.92294729999998,791.6666666666666,B
450,550000,Vendo Casa de Estreno Aires de Batan $550.000,-2.03424049228928,-79.86265181995884,1222.2222222222222,A
200,155000,Venta de Casa Estreno Via La Costa Villas del Bosque,-2.2189483,-80.08494250000001,775.0,B
200,285000,Casa Rentera de Venta en Entrerios,-2.150631102042672,-79.86624048493348,1425.0,A
405,370000,Casa en Isla Mocoli - Proyecto,-2.103930524322456,-79.85956310230785,913.5802469135803,B
322,288000,Urbanización Las Riberas Vendo Casa,-2.1545699,-79.86590890000002,894.4099378881988,B
155,150000,Vendo Casa Via a La Costa Costabrisa de Estreno,-2.1945991,-80.05364279999998,967.741935483871,B
360,480000,Casa en Venta en Laguna Club Vía Costa,-2.1831984,-79.9913825,1333.3333333333333,A
1305,2200000,"Urb Castelago - Casa Vista Al Lago - us$2'200,000",-2.13202906082563,-79.86031501482802,1685.823754789272,A
467,280000,Se Vende Casa Amplia en Colinas de Los Ceibos - K. Padilla - P. Silva,-2.161106625501944,-79.94622488360596,599.5717344753747,B
465,805000,Linda Villa Ubicada en Arrecife,-2.131184372705954,-79.87016459972227,1731.1827956989248,A
225,250000,Hermosa Casa Nueva Ciudad Celeste Etapa Peninsula,-2.066505034667965,-79.8425007481485,1111.111111111111,A
560,315000,"Vendo Casa Km 3 Vía Samborondon, Sector Uess, Piscina, Urb Cerrada.",-2.1326913,-79.865233,562.5,B
700,280000,Casa en Venta en El Sur,-2.1701518,-79.92282590000002,400.0,C
127,130000,Venta de Hermosa Casa Dos Plantas en Villa Club,-2.0383247,-79.89550839999998,1023.6220472440945,A
105,70000,Venta Casa en Cdla. Orquídeas,-2.156237389428234,-79.89901887865142,666.6666666666666,B
1350,1200000,Vendo Casa en Laguna Club,-2.1856104,-79.9899024,888.8888888888889,B
200,170000,Casa en Venta Porto Vita,-2.20221635884472,-80.02166748046875,850.0,B
160,229000,Venta de Casa en Garzota Norte de Guayaquil,-2.145849108190771,-79.89181088808289,1431.25,A
295,295000,Casa en Samborondon Km 1 de 5 Dorm.,-2.2176762,-79.92387229999997,1000.0,B
252,200000,Se Vende Linda Casa Casa en Puerto Azul!,-2.192116,-79.96683080000003,793.6507936507936,B
288,370000,En Venta - Ciudad Celeste: Espectacular Casa con Vista Al Lago (Amoblada),-2.07477802538599,-79.85594546938933,1284.7222222222222,A
396,135000,El Lago de Capeira,-1.987707812517585,-79.98500237404465,340.90909090909093,C
770,500000,Colinas de Los Ceibos Linda Casa de 3 Dorm. con Sus Baños,-2.164580419585693,-79.94584745849784,649.3506493506494,B
510,550000,Aires de Batan Vendo Casa de Estrenoal Canal,-2.117753077045951,-79.86812889117436,1078.4313725490197,A
194,173000,Se Vende Linda Casa Puerto Azul. de Estreno!,-2.192116,-79.96683080000003,891.7525773195877,B
900,360000,Venta de Casa Amplia Urb. Las Cumbres,-2.156828033536438,-79.9446783206543,400.0,C
169,95000160,"Venta de Casa en Samanes, Diagonal a Liceo Los Delfines",-2.1138988,-79.899003,562131.124260355,A
510,388000,"Vendo Casa Km 7 Via Samborondon, 4 Dorm, Piscina/3 Parqueos",-2.085503015388085,-79.87406778540037,760.7843137254902,B
1232,380000,De Oportunidad Venta de Amplia Casa en El Sector de Lomas de Urdesa en Guayaquil,-2.161141816406824,-79.9067272619713,308.4415584415584,C
176,98000,"Venta de Casa Comercial, Alborada Etapa 14, Norte de Guayaquil",-2.1197014,-79.90457709999998,556.8181818181819,B
190,108000,Casa Rentera en Venta Sauces III con Terraza,-2.1282671,-79.88676850000002,568.421052631579,B
530,440000,"Personaliza Tu Casa a Tu Gusto - 4 D - $440,000",-2.099487733731183,-79.86406145489809,830.188679245283,B
72,59500,"Casa de Cuatro Dorm. en Venta en Ecocity, Km 14,5 de La Vía a Daule",-2.0844486,-79.96761359999999,826.3888888888889,B
153,160000,Hermosa Casa de Venta en La Urb. Romareda Etapa 1,-2.0605016,-79.90457709999998,1045.751633986928,A
122,57000,"Guasmo Sur Venta de Casa, Coop Derecho de Los Pobres",-2.264770690096392,-79.87886441318358,467.21311475409834,C
350,360000,Vendo Casa Moderna en Samborondon,-2.099487733731183,-79.86406145489809,1028.5714285714287,A
120,65000,Casa en Venta Una Planta Villaclub Km 12 Via Puntilla Aurora Dos Dorm.,-2.0383247,-79.89550839999998,541.6666666666666,B
484,570000,Isla Mocoli Arrecife Casa de Estreno - Enrique Rodríguez,-2.1133347,-79.8555825,1177.685950413223,A
280,225000,Linda de Oportunidad Frente a Puerto Azul,-2.1898333,-79.96127860000001,803.5714285714286,B
127,125000,Napoli Casa 3 Dorm. con Piscina,-2.0366658,-79.87039089999996,984.2519685039371,B
300,290000,Vendo Hermosa Casa en Urb. Las Cumbres Bajo,-2.158250649207513,-79.94227667193604,966.6666666666666,B
141,130000,"Vendo Casa en Villa Club, Estapa Galaxia",-2.038807192064719,-79.89484321216429,921.9858156028369,B
262,360000,Casa en Venta Villa 5 en Mocolí Gardens en Vía a Samborondón,-2.104088667966229,-79.86041872698365,1374.0458015267175,A
260,250000,Venta de Casa Amoblada con Piscina Urb. Ciudad Celestevía a Samborondon,-2.072482153948914,-79.8424739847946,961.5384615384615,B
246,150000,Casa en Venta Bello Horizonte,-2.187121238357555,-79.97772216796875,609.7560975609756,B
848,795000,Villa de 2 Plantas Ubicada en La Urbanización Palmar del Río,-2.1231067,-79.8709837,937.5,B
980,480000,Urdesa Comercial Vendo Hermosa Propiedad!,-2.16631007339852,-79.90787634498292,489.7959183673469,C
160,130000,Vendo Casa - 2 Pisos - Villa Club,-2.03103369121621,-79.89289056400145,812.5,B
101,88500,"Casa en Venta, Urb. Sambocity - Hollywood Park, Vía Aurora",-2.05261283679382,-79.88136750845945,876.2376237623762,B
102,72000,Vende Casa de Oportunidad Para Inversión,-2.054356348170916,-79.91898879831388,705.8823529411765,B
760,380000,Venta Casa Amplia en Urdesa con Uso de Suelo Comercial,-2.166123793087345,-79.91167234129125,500.0,C
530,215000,"Santa Maria de Casa Grande, Casa en Proyecto",-2.046618551883384,-79.89449285078729,405.66037735849056,C
347,580000,"Venta de Casa en Urb. Isla Mocoli, Arrecife Cerca de Plaza Lagos",-2.113334699999999,-79.8555825,1671.4697406340058,A
101,88500,"Venta de Casa en Urb. Sambocity, Vía Aurora",-2.048957,-79.88287700000001,876.2376237623762,B
521,529550,Casa Muy Buenos Acabados X Estrenar Precio $529.550 Isla Mocoli,-2.096240435268146,-79.86177056032716,1016.4107485604607,A
805,685000,Casa en Venta Espectacular Primeros Km! de Las Mas Lindas y de Prestigio!,-2.086511590497017,-79.87099828381406,850.9316770186335,B
300,250000,Casa en Bosques de La Costa en Venta 300 m²,-2.1821318,-79.9696758,833.3333333333334,B
680,670000,"Vendo Casa Punta Mocolí Vista Al Lago, 680 m², 4 Dorm., Amoblada",-2.104131554375345,-79.86031143862306,985.2941176470588,B
109,85000,Ciudad Olimpo - Modelo Zeus,-2.2274719,-80.07724250000001,779.816513761468,B
362,225000,Casa en Venta en Belo Horizonte,-2.1875375,-79.98131660000001,621.5469613259669,B
205,200000,Casa en Venta Via a La Costa Urb. Terranostra 4 Dorm. - Mariuxi Rugel,-2.187943427577207,-80.0219874296082,975.609756097561,B
426,300000,Vendo Hermosa Casa con Piscina en Colinas de Los Ceibos,-2.164387438323206,-79.94552559341605,704.2253521126761,B
167,165000,Casa - Samborondón,-2.0693733,-79.8373155,988.0239520958083,B
510,595000,"Venta Casa Al Lago, Urb. Laguna del Sol, Vía Samborondón, Cerca Plaza Batán",-2.080773805194784,-79.87264689580081,1166.6666666666667,A
680,580000,Isla Mocoli Vendo Casa Moderna de Estreno Al Lago,-2.102684137416335,-79.86790745455323,852.9411764705883,B
1720,720000,"Casa en Venta, Vía Samborondón, El Río, 1.000 m de Terreno",-2.133914,-79.85978310000002,418.6046511627907,C
130,50000,"Cdla. Los Vergeles, Venta de Propiedad.",-2.09054567607887,-79.9036835740967,384.61538461538464,C
191,150000,"De Oportunidad, Casa en Entre Rios",-2.1489875,-79.86949400000003,785.3403141361257,B
124,112529,Vendo Hermosa Casa Urbanización Casa Laguna/ Kilometro 12 Via Samborondon,-2.0502849,-79.902735,907.491935483871,B
195,258000,Se Vende Hermosa Casa con Acabados Especiales en Ciudad Celeste,-2.0715709,-79.8422792,1323.076923076923,A
226,245000,Vendo Casa en Samborondón,-2.125473912571105,-79.86204938901369,1084.070796460177,A
457,480000,"Mocoli Gardens, Vendo Exclusiva Casa con Excelentes Acabados.",-2.1043031,-79.86048310000001,1050.328227571116,A
200,295000,"Casa en Central Park con Acabados de Lujo (Usd$295,000)",-2.1294273,-79.8667337,1475.0,A
520,890000,Vendo Casa D´luxe Km 1 Samborondon/precio Negociable,-2.134565612098275,-79.87222137112485,1711.5384615384614,A
350,270000,Vendo Casa Urbanizacion Porto Fino,-2.188421143637152,-80.0325491338993,771.4285714285714,B
253,284990,Venta/alquiler de Elegante Casa de Dos Pisos en Kennedy Norte,-2.154212377882243,-79.90188940593885,1126.4426877470355,A
154,138000,Villa Club Etapa Magna Casa de Estreno con 3 Dorm. 153.78 m² de Construcción,-2.0296659,-79.90449319999999,896.1038961038961,B
477,290000,Vendo de Oportunidad Casa en Urdesa Central Corredor Comercial,-2.165798588383933,-79.91138044553827,607.9664570230608,B
192,195000,Belohorizonte - Perugia Casa en Venta,-2.191526053604974,-79.88158962297365,1015.625,A
500,230000,Venta Casa en El Sur 4 Dorm. con Amplio Patio,-2.2146989,-79.9213914,460.0,C
600,490000,Casa en Urb San Isidro - Samborondon,-2.0770664,-79.92848670000001,816.6666666666666,B
110,54000,Portón de Beata Vendo Villa,-2.1342769,-79.93362730000001,490.90909090909093,C
210,189000,"Casa en Venta/ Urbanizacion Puerto Azul, Vía a La Costa",-2.184593737819526,-79.99532007277259,900.0,B
670,298000,Santa Cecilia - Ceibos Casa de 4 Dorm. con Diseño Español.,-2.160032011635085,-79.93553028952294,444.7761194029851,C
180,160000,Alquiler o Venta Villa Urb. Costa Real,-2.200769,-80.06086089999997,888.8888888888889,B
100,60000,Venta - Casa - Urbanizacion Malaga II,-2.0206313,-79.86745050000002,600.0,B
230,234000,Ciudad Celeste Etapa La Marina,-2.069734210594222,-79.84123962858888,1017.3913043478261,A
245,150000,Vendo Hermosa Casa en Los Almendros,-2.22976015880201,-79.89295682041018,612.2448979591836,B
420,180000,"Vendo Casa Rentera en Calle Cuenca, Centro Sur de Guayaquil",-2.201465209615214,-79.89183564552457,428.57142857142856,C
204,290000,Mocolí Gardens Preciosa Casa Smart de 3 Dorm.,-2.1043031,-79.86048310000001,1421.5686274509803,A
450,200000,"Puerto Azul - Casa 6 Dorm. + Estudio - Us$200,000 Negocable",-2.18930173896435,-79.96872980404407,444.44444444444446,C
129,105000,Se Vende Hermosa Casa 4 Dorm. en Urbanización La Rioja,-2.055185,-79.93027689999997,813.953488372093,B
580,300000,Casas de Venta en Vía Samborondon - Isla Mocoli,-2.102416097091389,-79.86802547174989,517.2413793103449,B
1007,185000,Venta de Casa en Rancho Alegre Km 24 Vía a Daule,-1.98143669047759,-80.0011517720215,183.71400198609732,C
625,580000,Exclusiva Casa de Venta en Samborondon Al Lago,-2.1956327,-79.91578149999998,928.0,B
117,37000,Venta de Propiedad en La Coop. Fco. Jácome.,-2.1272324,-79.94655080000001,316.2393162393162,C
108,93000,Oportunidad! Linda Casa en Metrópolis 2 Cerca a La Plaza Tia,-2.0653775,-79.91703150000001,861.1111111111111,B
200,92000,Duran La Primavera Etapa Los Helechos Vendo Amplia y Preciosa Villa Dos Plantas,-2.168974,-79.83972069999999,460.0,C
169,78000,Vendo Villa en Valle Alto,-2.2036513,-80.06047739999997,461.53846153846155,C
570,285000,"Lomas de Urdesa, Vendo Preciosa Casa, Arquitectura Unica",-2.166204787249936,-79.9029262280365,500.0,C
387,275000,Casa en Venta Urb. Santa Maria de Casa Grande. Via Puntilla - Samborondon,-2.1539092,-79.8657291,710.594315245478,B
120,78000,"Casa en Venta Urb. Marina d'Or Park, Cerca de C. C. El Dorado",-2.0470178,-79.8723837,650.0,B
767,335000,"Casa en Venta, Bosques del Salado, 347 m² Terreno y 420 m² Construcción",-2.1520509,-79.90422719999998,436.76662320730117,C
122,120000,"Casa de Venta de 3 Dorm. con Diseño Moderno, Urb. San Antonio.",-2.0450159,-79.8686237,983.6065573770492,B
140,125000,Vendo Casa de Estreno Villa Club,-2.038174591328122,-79.89634524921263,892.8571428571429,B
111,100000,"Venta de Linda Casa de Dos Pisos en Urb. San Felipe, Cerca del Colegio Americano",-2.13760629835279,-79.92692608052596,900.9009009009009,B
330,210000,Se Vende Hermosa Casa en Samanes 1,-2.114652890950749,-79.90581689367065,636.3636363636364,B
231,248000,Casa Vendo en Via a La Costa Bosques de La Costa - Mariuxi Rugel,-2.184507969510139,-79.96279024183997,1073.5930735930735,A
237,230000,"Casa en Venta en Terranostra, Etapa Sarria",-2.186236754499177,-80.00201489314577,970.464135021097,B
121,38000,Cdla. Portón de Beata. Propiedad en Venta.,-2.0598444,-79.95487079999998,314.0495867768595,C
200,145000,Venta Casa Santa Maria Casa Grande 3 Dorm.,-2.132157717728956,-79.8622032899745,725.0,B
230,210000,En Venta Casa en Urb. Acuarelas del Río - J. Moncada,-2.1346815,-79.8842826,913.0434782608696,B
300,185000,Casa en Venta en Colina de Los Ceibos,-2.159193044362843,-79.94310119101561,616.6666666666666,B
72,33000,"Venta Casa, Mucho Lote 1 Etapa 3, Norte Guayaquil",-2.078002663865282,-79.91940339734498,458.3333333333333,C
114,80000,"Venta de Casa en Sauces 8, Norte de Guayaquil",-2.129119914496921,-79.90295889643403,701.7543859649123,B
290,435000,Vendo Hermosos Proyectos de Casas con Excelente Precio en Pacifica,-2.1043031,-79.8604831,1500.0,A
420,250000,"Casa en Venta, Urdenor, Norte de Guayaquil, 120 m² de Terreno",-2.145646015560829,-79.90256588424381,595.2380952380952,B
615,460000,Vía a La Costa - Comoda y Moderna Casa de Venta en Una Linda Urbanización,-2.188732052924585,-79.96429227888831,747.9674796747968,B
375,599000,"Venta Casa Laguna Club, Via a La Costa 4 Dorm.",-2.182737160914642,-79.98857202432862,1597.3333333333333,A
489,470000,Casa de Estreno Al Lago en Isla Mocoli,-2.105081252988366,-79.8578470987091,961.1451942740287,B
320,350000,Casa en Samborondon de Venta,-2.1956327,-79.91578149999998,1093.75,A
254,275000,Casa en Venta en Sector Samborondon Primeros Kilom,-2.141001378775624,-79.86763662831117,1082.6771653543308,A
170,140000,"Vendo Casa Esquinera en Guayacanes, 4 Dorm, 2 Parqueos.",-2.117758759982687,-79.8963536602356,823.5294117647059,B
96,62707,Villa Bonita Modelo Violeta Oportunidad!,-2.06308521795463,-79.9662429616211,653.1979166666666,B
230,235000,Ciudad Celeste Diagonal Al Club,-2.072820196756992,-79.83663207482391,1021.7391304347826,A
181,175500,Bosques de La Costa,-2.181436608807791,-79.96716627378845,969.6132596685082,B
466,300000,Casa en Venta Isla Mocoli Via Samborondon Primeros Kilóm,-2.105081252988366,-79.8578470987091,643.7768240343347,B
335,250000,En Venta Casa en Urb. Puerto Azúl - Vía La Costa - I. Alarcón,-2.186680450956173,-79.97113306325991,746.2686567164179,B
280,320000,Casa Minimalista con Acabados Lindos en Km 6 Via Samborondon Al Pie de La Via,-2.2177318,-79.92393179999999,1142.857142857143,A
300,220000,Kennedy Norte,-2.191526053604974,-79.88158962297365,733.3333333333334,B
580,310000,"Casa de Venta Ubicada En, Isla Mocoli, Km 6 Via Samborondon, Guayaquil",-2.098423,-79.87492800000001,534.4827586206897,B
383,265000,Samborondon Casa en Venta Km8 Urbanización Estancias del Rio,-2.07492745759648,-79.87251142130737,691.9060052219321,B
252,190000,"Puerto Azul - Casa 4 Dorm. - Us$190,000",-2.192116,-79.96683080000003,753.968253968254,B
454,450000,Venta Casa 4 Dorm. Via Samborondon Km 7,-2.132157717728956,-79.8622032899745,991.1894273127754,B
121,95000,"Venta de Casa en Buen Estado. Urb San Antonio, Cerca del C. C. El Dorado",-2.0450159,-79.8686237,785.1239669421487,B
542,335000,Casa en Venta en El Álamo en El Km 2.5 Vía Samborondón,-2.1294425,-79.8692337,618.0811808118082,B
450,200000,"Colinas de Los Ceibos, Vendo Casa de 4 Dorm.",-2.164687631387573,-79.94498915161307,444.44444444444446,C
439,380000,Vendo Proyecto Casa Una Planta en Mocoli,-2.102442901125957,-79.8670732875496,865.6036446469249,B
600,490000,Via a La Costa Portofino Casa 4 Dorm. Oportunidad,-2.185299588983019,-79.9853671863869,816.6666666666666,B
680,490000,"Linda Villa de Venta Ubicada en Palmar del Río, Samborondon",-2.1231067,-79.87098370000001,720.5882352941177,B
120,104900,"Casa de Venta en Vía Salitre, con Financiamiento, Modelo Carolina",-2.0169076,-79.866398,874.1666666666666,B
328,280000,Casa en Venta Km 2 1/2 Via a Samborondon,-2.1402906,-79.86425680000002,853.6585365853658,B
540,850000,Batan Al Lago - Samborondon Elegante Casa a Estrenar,-2.111083748018044,-79.87084865070835,1574.0740740740741,A
996,890000,Gran Casa Para Toda La Familia,-2.154707078854302,-79.90115339183984,893.574297188755,B
154,115000,Venta de Hermosa Casa en Urbanizacion Fuentes del Rio. 2 Pisos. 3dorm.,-2.05864326417536,-79.87140617619627,746.7532467532468,B
2345,685000,Vendo Casa de Una Planta en Samborondon,-2.1955813,-79.91576680000003,292.11087420042645,C
130,95000,Urbanización Cataluña Casa con 3 Dorm. 111.58 m² de Construcción,-2.043800049378354,-79.87068854390259,730.7692307692307,B
225,269000,Vendo Proyecto de Casa en Isla Celeste,-2.062302060575132,-79.83520513962799,1195.5555555555557,A
176,267000,Venta de Casa en Urbanizacion Portofino 3 Dorm.,-2.183065,-79.981516,1517.0454545454545,A
546,250000,Casa en Venta - Colinas de Los Ceibos - Ceibos,-2.164203905870798,-79.94681862453399,457.87545787545787,C
182,73000,Casa en Venta Sur de Guayaquil,-2.2025402,-79.90671939999999,401.0989010989011,C
260,152000,Vendo Modelo Regia en Ciudad Celeste,-2.074045182388578,-79.84293681011263,584.6153846153846,B
95,49500,"Norte de Guayaquil, Cdla. Mi Lote, Vivienda en Venta.",-2.080461,-79.91587700000002,521.0526315789474,B
630,500000,Samborondon Linda Casa de Alquiler o Venta,-2.179173738152511,-79.87746477544397,793.6507936507936,B
180,164900,Hermosa Casa Cceleste La Cristalina 4 Dorm.,-2.073659197271514,-79.84677773342196,916.1111111111111,B
1098,890000,Vendo Casa en Samborondon Urbanizacion Mocoli Golf.,-2.1031223,-79.86468350000001,810.5646630236794,B
600,440000,Se Vende Villa Primeros Kilóm $440.000,-2.1894128,-79.8890662,733.3333333333334,B
84,48000,"De Venta Casa, Urb. Villa España, Norte Guayaquil",-2.079071,-79.922549,571.4285714285714,B
161,198000,"Casa en Venta, Urbanización Puerto Azul, Vía a La Costa",-2.192116,-79.96683080000003,1229.8136645962734,A
320,350000,Excelente Casa en Venta 500 m² - Norte de Guayaquil (Cod.453),-2.082291224831819,-79.91271960229949,1093.75,A
173,120000,En Venta Hermosa Casa en Urb. San Felipe - H. Valverde,-2.1385605,-79.92206859999999,693.6416184971098,B
112,155000,Acuarela del Río 2 Plantas con Terraza - Suite /negociable,-2.147297844474842,-79.89676560075532,1383.9285714285713,A
800,480000,Espectacular Casa en La Ciudadela La Puntilla,-2.2293086,-79.93518489999997,600.0,B
195,169000,"Linda Casa en Cumbres, Excelentes Acabados Piscina, 3 Dorm.",-2.156828033536438,-79.9446783206543,866.6666666666666,B
660,650000,Vendo Casa Estreno Isla Mocoli 4 Dorm. $480.000,-2.107380196435044,-79.85888182121806,984.8484848484849,B
206,72000,Se Vende Casa en Malaga II,-2.0206313,-79.86745050000002,349.5145631067961,C
260,145000,Venta Villa Una Planta en Centenario Sur,-2.218742499999999,-79.8932067,557.6923076923077,B
127,102000,Urb. Castilla Casa en Venta,-2.04241750943956,-79.8633185306885,803.1496062992126,B
120,75000,Vendo Casa de Oportunidad en La Joya,-2.02613639619703,-79.91243310632933,625.0,B
648,260000,"Casa con Cuatro Dorm. y Piscina en Venta, en Bellavista",-2.185697962099063,-79.9146392096875,401.2345679012346,C
200,199500,Vendo Casa Urbanización Punta Esmeralda Vía a Costa,-2.1868497,-79.99409660000003,997.5,B
160,138000,Vendo Casa en Urb. Fuentes del Río,-2.0581715,-79.87063369999998,862.5,B
177,125000,Vendo Casa Urbanización Castilla - 2 Pisos - 3 Dorm. - Estudio - Patio,-1.89708112128121,-79.88825096789549,706.2146892655368,B
170,150000,Casa - Centro de Guayaquil,-2.1862821,-79.8935273,882.3529411764706,B
60,62000,Casa - Samborondón,-2.0237764,-79.9178709,1033.3333333333333,A
262,270000,"Vendo Casa Ciudad Celeste La Estela Amoblada, 4 Habitaciones",-2.075661475392729,-79.83378893326812,1030.5343511450383,A
320,257000,Se Vende Linda Casa Puerto Azul,-2.187581016656953,-79.96821481985171,803.125,B
658,639000,Amplia Casa - Terreno Cerca de Sri en Kennedy Norte,-2.164291846358527,-79.89816004657922,971.1246200607902,B
500,650000,Casa de 1 Piso Vía Samborondón Excelentes Acabados Muy Buena,-2.056239895053519,-79.87696408726231,1300.0,A
126,109000,Vendo Casa Familiar en El Sur - A. Jurado - m. Mariscal,-2.1709979,-79.92235920000002,865.0793650793651,B
165,245000,Ubicación. - Via a La Costa Urb. Portofino. Casa de Estreno,-2.195432199999999,-79.8885375,1484.8484848484848,A
460,620000,Venta Hermosa Casa 5 Dorm con Piscina Samborondon,-2.084279632250108,-79.86968993641392,1347.8260869565217,A
2720,1,Casa en Venta en Urbanización Exclusiva de Samborondon,-2.137652068040713,-79.86503898638921,0.0003676470588235294,C
180,195000,Linda Casa de Estreno Via a La Costa,-2.1883249,-80.02556779999998,1083.3333333333333,A
700,270000,Vendo Villa en Urdesa,-2.166123793087345,-79.91167234129125,385.7142857142857,C
